age;d13C;author
92.337;2.95;
92.479;3.04;
92.693;2.98;
92.9;2.87;
93.015;3.01;
93.234;3.23;
93.35;3.46;
93.485;3.8;
93.54;3.8;
93.587;3.76;
93.63;3.8;
93.647;3.65;
93.673;3.84;
93.716;4.13;
93.759;4.36;
93.801;4.58;
93.819;4.83;
93.844;4.73;
93.887;4.61;
93.9;4.69;
93.917;4.79;
93.94;4.69;
93.966;4.82;
93.99;4.83;
94.026;4.93;
94.039;5.15;
94.059;4.82;
94.095;4.49;
94.127;4.31;
94.16;4.18;
94.176;4.4;
94.193;4.67;
94.212;4.59;
94.226;4.37;
94.248;3.88;
94.258;3.57;
94.291;3.32;
94.324;3.09;
94.34;2.8;
94.356;2.82;
94.688;2.65;
94.902;2.67;
95.107;2.57;
95.177;2.33;
95.234;2.43;
95.281;2.4;
95.534;2.21;
95.802;2.18;
95.819;2.22;
95.837;2.16;
95.876;2.23;
95.909;2.27;
95.946;2.35;
95.983;2.37;
96.003;2.5;
96.013;2.76;
96.021;3.02;
96.03;2.81;
96.039;2.52;
96.058;2.46;
96.074;2.27;
96.095;2.27;
96.12;2.45;
96.138;2.32;
96.146;2.24;
96.155;2.11;
96.175;2.03;
96.19;1.91;
96.609;1.98;
96.999;1.94;
97.366;1.9;
97.86;1.86;
98.092;1.87;
98.31;1.91;
98.422;1.78;
98.789;1.8;
98.834;1.84;
98.999;1.74;
99.279;1.84;
99.353;2;
99.573;1.87;
100.008;1.8;
100.25;2.1;
100.316;1.35;Gale et al.'11
100.414;2.1;
100.545;2.2;
100.61;1.4;
100.709;2.2;
100.84;2.2;
100.956;2.1;
101.032;1.75;
101.082;2.2;
101.158;2.1;
101.209;1.8;
101.31;1.3;
101.411;1.7;
101.715;1.9;
101.999;1.6;
102.14;1.8;
102.495;1.75;
102.778;1.1;
102.849;1.6;
102.92;1.9;
103.133;2;
103.538;1.5;
103.74;2;
103.943;2;
104.094;2;
106.259;1.75;
106.373;2.3;
106.6;2.2;
106.828;1.7;
106.98;2.4;
107.071;2.4;
107.284;2.1;
107.436;1.9;
107.466;2.1;
107.588;1.6;
107.982;2.05;
108.246;1.7;
108.509;1.8;
108.641;1.5;
108.772;1.25;
108.904;1.25;
109.167;1.5;
109.562;2.2;
109.825;2;
110.22;1.9;
110.229;1.6;Herle et al.'04
110.285;1.5;
110.779;2.05;
111.102;2.75;
111.152;1.6;
111.273;1.45;PAQUIER
111.323;2.2;
111.459;2.75;
111.552;2.75;
111.739;2.2;
111.832;2;
111.925;2.1;
112.95;2.7;
113.015;1.8;
113.075;1.5;KILIAN
113.136;1.8;
113.236;3.2;
113.478;2.75;
113.868;3.2;
114.112;3;
114.99;3.05;
115.088;3.05;JACOB
115.235;2.8;
115.723;2;
115.93;2.4;
116.137;2.6;
116.345;2.5;
116.552;2.4;
116.906;2.25;
117.26;2.6;
117.614;2.5;
117.967;2.1;
118.016;2;Follmi et al'06
118.115;1.92;
118.264;1.61;
118.512;1.42;
118.711;2;
118.81;1.49;
119.009;1.58;
119.257;1.88;
119.505;2.4;
119.753;2.22;
120.001;2.38;
120.497;2.25;
120.993;2.75;
121.142;2.5;
121.241;2.75;
121.489;2.38;
121.737;2.5;
122.035;3.48;
122.481;3.01;
122.878;4.25;
122.978;4;
123.023;3.33;
123.158;4.43;
123.429;3.13;
123.519;3.9;
123.537;3.46;
123.699;4;Stein et al., 2012 La Bedoule
123.88;4.5;
124.529;4;Malinverno et al, 2010 APTICORE
124.879;1.9;
125.389;2;
125.629;1.7;
125.649;2.5;
125.669;3;
125.711;2.5;
125.858;3;Follmi et al'06
125.947;3.27;
126.006;2.95;
126.079;2.78;
126.123;2.3;
126.197;2;
126.241;2.05;
126.285;1.26;
126.3;2.2;
126.3;2.2;
126.494;2.06;
126.689;2.25;
126.883;2.07;
127.078;2.24;
127.37;2.23;
127.467;2.19;
127.759;1.96;
127.856;1.96;
128.634;1.96;
128.789;1.84;
128.945;1.93;
129.023;1.9;
129.178;1.87;
129.412;1.83;
129.458;1.6;
129.504;1.37;
129.596;1.46;
129.707;1.3;
129.827;1.6;
129.966;1.2;
130.066;1.41;
130.366;1.35;
130.566;1.48;
130.766;1.48;
131.166;1.5;Martinez et al.'13
131.446;1.5;
131.166;1.44;
131.526;1.4;
131.566;1.35;
131.766;1.25;
131.886;1.2;
131.966;1.2;
132.214;1.15;
132.366;1.1;
132.294;1;
132.555;1;
132.853;0.98;
133.01;0.9;
133.166;1;
133.354;1.05;
133.386;1.05;
133.48;1;
133.578;0.95;
133.677;1;
133.776;1;
133.874;0.95;
134.06;1;
134.134;1.15;
134.171;1.3;
134.19;1.3;
134.246;1.3;
134.312;1.2;
134.466;1.15;
134.576;1.3;
134.687;1.5;
134.848;1.35;
135.01;1.6;
135.171;1.6;
135.479;1.7;
135.698;2.1;
136.064;1.9;
136.429;2.2;
136.795;1.8;
136.964;2;
137.218;2.3;
137.429;2;
137.641;1.4;
137.928;0.8;
138.214;1;
138.329;0.7;
138.501;0.8;
138.787;0.6;
139.087;1;
139.237;1.1;
139.387;1.32;Follmi et al'06
140.143;1.27;
140.222;1.3;
140.361;1.11;
140.441;1.16;
140.639;1.13;
140.758;1.27;
140.897;1.2;
140.936;1.28;
141.234;1.7;
141.333;1.48;
141.492;1.74;
141.63;1.5;
141.928;1.34;
142.75;1.22;
142.75;1.22;
143.162;1.22;
143.573;1.2;
144.858;1.2;
145;1.2;
145.73;1.26;This and below is mainly Katz et al. 2005 (in Muttoni et al., 2014
145.89;1.25;
146.09;1.34;
146.27;1.46;
146.48;1.66;
146.57;1.83;
146.76;1.7;
147.35;1.53;
148.02;1.54;
148.61;1.74;
149.04;1.81;
149.48;1.69;
149.92;1.63;
150.05;1.63;
150.18;1.78;
150.42;1.96;
150.72;1.49;
151.04;1.22;
151.34;1.06;
151.65;1.66;
152.06;2.28;
152.62;2.71;
153.15;2.85;
153.43;2.65;
153.78;2.69;
154.04;2.71;
154.46;2.83;
154.72;2.71;
155.03;2.63;
155.36;2.75;
155.89;2.86;
156.57;3.04;
157.25;2.97;
157.76;2.97;
159.88;3;Revised Kimm to have mid-Oxf excursion sharper in Densiplicatum
160.25;4;
160.44;3;
161.55;3.09;
161.8;3;
162.26;2.8;
162.68;1.5;"Revised Oxf-Callov boundary interval to fit Pellenard et al. (2014; GSSP document)"
163.06;1.8;
163.67;1;
163.81;1;
163.89;1.5;
163.97;0.9;
164.15;2.33;
164.35;2.28;
164.56;1.96;
164.6;1.53;
164.66;0.96;
164.69;0.64;
164.73;0.69;
164.77;0.9;
164.82;1.27;
164.88;1.32;
164.93;1.34;
164.98;1.17;
165.03;1.13;
165.07;0.72;
165.13;0.61;
165.17;0.48;
165.31;1.08;
165.53;1.32;
165.82;1.14;
166.78;0.5;Used Jenkyns 2004 here (belemnites)
167.59;0.2;
168.28;0;
169.11;-0.8;
169.7;0;
170.04;1;
170.3;-0.3;
171.57;1;
174.15;1;
174.27;1.37;
174.42;1.65;
174.67;1.67;
174.95;1.74;
175.19;1.65;
175.35;1.66;
175.5;1.6;
175.67;1.58;
175.83;1.58;
175.98;1.54;
176.12;1.49;
176.26;1.45;
176.43;1.25;
176.58;1.29;
176.73;1.31;
176.89;1.61;
177.04;1.56;
177.21;1.64;
177.55;1.72;
177.86;1.99;
178.21;2.12;
178.39;2.26;
178.62;2.41;
178.81;2.57;
178.93;2.63;
179.13;2.59;
179.33;2.58;
179.58;2.4;
179.76;2.36;
179.98;2.08;
180.25;2.05;
180.56;2.17;
180.88;1.81;
180.36;1;Used details from Kemp et al (2005) and Boden et al. (2010) for lower Toarcian double excursion, and Kemp-Hesselbo (2011) for Pliensbachian S-P negative and Late-Pliens positive
181.21;0;
181.88;1.5;
182.48;-2;
182.82;-4;
182.9;-2;
183.2;1;
183.55;0;
183.6;-2;
183.7;-2;
183.74;2;
184.08;2;
184.02;2.16;
184.16;2.73;
184.36;3.21;
184.53;3.52;
184.68;3.32;
184.71;2.99;
184.78;2.93;
184.87;3.28;
185.02;3.22;
185.18;2.85;
185.36;2.4;
185.51;2.33;
185.65;2.3;
185.77;2.29;
185.93;2.49;
186.09;2.8;
186.24;3.21;
186.37;3.35;
186.52;3.22;
186.65;3.12;
186.79;3.14;
186.95;3.03;
187.1;2.9;
187.24;2.63;
187.39;2.56;
187.54;2.42;
187.69;2.41;
187.84;2.35;
187.98;2.41;
188.18;2.23;
188.36;1.94;
188.55;1.64;
188.68;1.55;
188.82;1.14;
188.91;0.67;
189.01;0.84;
189.1;1.36;
189.24;2.06;
189.37;2.28;
189.5;2.32;
189.61;2.19;
189.73;1.67;
189.84;1.45;
189.98;1.71;
191.07;2.15;
191.11;2.44;
191.14;2.16;
191.18;1.62;
191.22;1.02;
191.25;0.45;
191.28;-0.54;
191.32;-1.09;
191.36;-0.71;
191.64;0.35;
191.9;1.19;
192.18;1.15;
192.45;1.27;
192.73;1.2;
192.99;0.91;
193.27;0.53;
193.52;0.61;
193.78;1.01;
194.05;1.38;
194.34;1.02;
194.62;1.06;
194.92;1.28;
195.23;2.07;
195.56;2.1;
195.84;1.54;
196.11;0.7;
196.37;0.38;
196.63;-0.04;
196.92;0.16;
197.18;0.25;
197.45;0.79;
197.73;0.69;
198;0.93;
198.28;1.18;
198.55;1.82;
198.82;1.83;
199.09;1.88;
199.36;1.47;
199.6;1.39;
199.87;1;
200.13;0.95;
200.4;0.74;
200.64;0.82;
200.88;0.72;
201.11;0.62;
201.36;0.44;
201.45;0.3;
201.52;0.7;
201.57;-1;See Triassic sheet for below
201.65;1.73;
201.707;2.37;
201.734;3.22;
201.761;2.99;
201.787;2.98;
201.807;2.9;
201.827;2.93;
201.843;3.14;
201.865;3.22;
201.894;3.42;
201.917;3.68;
201.946;3.89;
201.965;3.76;
202.02;3.33;
202.072;2.84;
202.138;2.69;
202.19;3.05;
202.234;3.41;
202.265;3.2;
202.276;3.03;
202.286;2.8;
202.306;2.66;
202.339;2.15;
202.4;1.79;
202.473;1.56;
202.563;1.61;
202.623;1.55;
202.671;2.01;
202.691;2.39;
202.712;2.56;
202.736;2.67;
202.77;2.32;
202.803;2.24;
202.823;1.81;
202.849;1.94;
202.888;1.65;
202.939;1.63;
202.972;1.53;
203.006;1.68;
203.028;1.39;
203.056;1.53;
203.067;1.87;
203.08;2.64;
203.094;2.62;
203.117;2.94;
203.143;2.28;
203.19;2.67;
203.314;2.38;
203.431;3.24;
203.523;2.54;
203.538;2.6;
203.562;2.14;
203.599;2.57;
203.673;2.69;
203.749;2.74;
203.813;2.84;
203.834;2.65;
203.846;2.75;
203.856;2.51;
203.867;2.35;
203.875;2.42;
203.888;2.26;
203.901;1.99;
203.915;1.72;
203.928;1.95;
203.942;2.33;
203.954;2.52;
203.963;2.73;
203.973;2.79;
203.987;3.08;
203.997;2.82;
204.008;2.64;
204.026;1.79;
204.047;2.23;
204.073;2.12;
204.091;2.56;
204.106;2.49;
204.114;2.3;
204.123;2;
204.132;1.36;
204.148;1.24;
204.164;1.58;
204.181;1.92;
204.195;2.44;
204.216;2.28;
204.24;1.69;
204.261;1.21;
204.278;0.38;
204.297;0.58;
204.314;0.98;
204.325;1.98;
204.332;2.11;
204.344;1.7;
204.366;1.93;
204.389;2.48;
204.407;3.29;
204.42;2.87;
204.435;2.23;
204.453;1.89;
204.469;2.16;
204.483;2.75;
204.494;3.08;
204.505;3.3;
204.517;3.31;
204.529;3.51;
204.538;3.53;
204.55;2.97;
204.569;2.38;
204.596;1.95;
204.623;2.35;
204.644;2.64;
204.668;3.07;
204.689;3.37;
204.717;3.46;
204.737;3.34;
204.788;3.18;
204.832;3.4;
204.876;3.38;
204.893;2.8;
204.914;2.65;
204.942;2.78;
204.967;3.45;
204.994;3.31;
205.013;3.21;
205.033;3.21;
205.049;3.48;
205.082;3.41;
205.116;3.29;
205.159;3.11;
205.191;3.07;
205.23;2.8;
205.268;2.66;
205.303;2.62;
205.334;2.84;
205.362;2.97;
205.404;2.44;
205.453;2.7;
205.501;2.74;
205.534;3.49;
205.562;3.45;
205.6;3.44;
205.636;3.34;
205.693;2.39;
205.736;1.62;
205.788;0.87;
205.942;0.83;
206.159;1.56;
206.407;1.81;
206.561;2.44;
206.661;2.1;
206.724;2.27;
206.776;1.51;
206.814;0.6;
206.848;0.36;
206.863;0.77;
207.977;1.45;
209.206;1.46;
210.564;1.5;
210.844;1.44;
211.042;1.46;
211.167;1.5;
211.319;1.67;
211.536;1.65;
211.711;1.53;
211.879;1.39;
211.943;1.27;
211.99;1.17;
212.03;1.04;
212.127;1.03;
212.222;1.08;
212.335;1.37;
212.399;1.54;
212.503;1.51;
212.604;1.07;
212.752;0.94;
212.906;0.98;
213.023;1.34;
213.133;1.33;
213.317;1.34;
213.523;1.28;
213.751;1.28;
213.876;1.18;
213.996;1.25;
214.08;1.23;
214.192;1.44;
214.507;1.59;
214.862;1.77;
215.223;1.74;
215.453;1.58;
215.628;1.21;
215.948;0.74;
216.299;0.37;
216.681;0.77;
216.902;0.85;
217.178;1.64;
217.507;1.73;
217.879;2.25;
218.156;2.2;
218.51;2.05;
218.956;2.13;
219.477;2.08;
219.996;1.91;
220.381;1.7;
220.709;1.76;
221.008;2.33;
221.46;2.62;
221.829;2.66;
222.084;2.88;
222.211;2.68;
222.371;2.8;
222.587;2.27;
222.742;2.33;
222.896;1.93;
222.992;2.03;
223.092;2.02;
223.144;2.26;
223.173;2.3;
223.256;2.44;
223.371;2.33;
223.519;2.32;
223.619;2.26;
223.724;2.24;
223.876;2.23;
224.037;2.29;
224.178;2.26;
224.249;2.32;
224.329;2.14;
224.501;1.61;
224.726;1.56;
224.967;1.61;
225.126;2.23;
225.29;2.23;
225.494;2.36;
225.698;2.41;
225.86;2.44;
225.938;2.63;
225.999;2.57;
226.036;2.75;
226.074;2.7;
226.114;2.94;
226.148;2.83;
226.172;2.78;
226.188;2.74;
226.203;2.58;
226.223;2.63;
226.242;2.24;
226.263;2.5;
226.29;2.47;
226.32;2.67;
226.348;2.55;
226.37;2.6;
226.402;2.82;
226.441;2.88;
226.485;2.82;
226.544;2.57;
226.594;2.58;
226.643;2.53;
226.666;2.75;
226.686;2.72;
226.716;2.77;
226.735;2.64;
226.763;2.44;
226.783;2.46;
226.813;2.57;
226.836;2.65;
226.858;2.66;
226.88;2.52;
226.9;2.72;
226.922;2.75;
226.944;3;
226.982;3.01;
227.021;2.99;
227.058;3.01;
227.081;2.79;
227.097;2.86;
227.113;2.87;
227.133;3.16;
227.156;3.22;
227.171;3.02;
227.187;3.06;
227.205;2.82;
227.234;3.04;
227.274;3.02;
227.312;3.29;
227.348;3.33;
227.374;3.17;
227.394;3.17;
227.413;3.19;
227.443;3.09;
227.478;2.85;
227.518;2.84;
227.549;3.17;
227.586;3.44;
227.611;3.16;
227.635;3.23;
227.653;2.52;
227.675;2.8;
227.695;2.22;
227.712;2.96;
227.731;2.98;
227.746;2.98;
227.765;2.88;
227.794;2.78;
227.824;2.82;
227.862;2.84;
227.885;2.9;
227.915;2.78;
227.934;2.74;
227.959;2.21;
227.98;2.78;
228.011;2.32;
228.038;2.83;
228.063;2.33;
228.079;2.71;
228.09;2.36;
228.102;2.45;
228.109;2.51;
228.131;2.38;
228.179;2.38;
228.241;1.88;
228.299;2.34;
228.333;2.71;
228.356;2.97;
228.372;2.92;
228.382;2.43;
228.398;2.62;
228.414;2.2;
228.433;2.69;
228.455;2.73;
228.479;3.17;
228.512;3.11;
228.542;3.07;
228.574;3.05;
228.598;2.84;
228.619;2.79;
228.642;2.8;
228.671;2.87;
228.703;2.8;
228.726;2.41;
228.746;2.59;
228.762;2.65;
228.785;3.02;
228.805;2.7;
228.825;2.6;
228.845;2.65;
228.862;2.36;
228.883;2.53;
228.898;2.12;
228.919;2.74;
228.947;2.59;
228.972;3.04;
229.001;3.07;
229.014;3.22;
229.026;3.03;
229.034;2.75;
229.044;2.71;
229.074;2.91;
229.104;2.93;
229.144;2.92;
229.165;2.27;
229.189;2.55;
229.217;2.67;
229.244;3.15;
229.265;2.87;
229.273;2.92;
229.29;2.92;
229.334;2.91;
229.382;2.85;
229.43;2.7;
229.454;3.06;
229.475;2.79;
229.497;3.03;
229.52;2.59;
229.552;2.46;
229.588;2.31;
229.617;2.79;
229.663;2.43;
229.706;2.1;
229.749;1.65;
229.773;2.11;
229.85;2.39;
229.94;2.03;
230.031;1.37;
230.066;1.4;
230.085;1.08;
230.095;1.16;
230.154;1.16;
230.245;1.9;
230.499;2.53;
230.713;2.65;
230.996;2.87;
231.161;3.02;
231.365;3.05;
231.47;3.09;
231.576;3.03;
231.695;3.05;
231.854;3.03;
232.029;3.04;
232.192;2.94;
232.337;2.84;
232.476;2.83;
232.586;3.02;
232.79;2.91;
232.993;2.4;
233.342;1.7;
233.758;0.8;
234.156;1.36;
234.397;1.78;
234.494;2.82;
234.564;2.56;
234.644;2.78;
234.694;2.37;
234.752;2.42;
234.837;2.4;
234.933;2.81;
235.087;2.67;
235.236;2.23;
235.438;2.18;
235.584;2.47;
235.763;2.81;
235.95;2.94;
236.18;3.04;
236.385;3.16;
236.545;3.17;
236.658;3.17;
236.87;3.2;
237.077;3.31;
237.323;3.31;
237.459;3.34;
237.62;2.7;
237.756;2.61;
237.988;2.56;
238.198;2.97;
238.436;3.06;
238.588;3;
238.785;3.05;
238.934;2.93;
239.116;2.88;
239.255;2.91;
239.508;2.83;
239.728;2.76;
239.979;2.51;
240.136;2.26;
240.281;2.16;
240.453;2.08;
240.622;2.25;
240.869;2.24;
241.089;2.38;
241.313;2.36;
241.425;2.37;Muttoni et al 2014
241.5;2;Base Ladinian
242.377;1.6;Base-Reizi (about -- no change in curves)
243.658;1.7;"75% up in """"Middle Anisian"" of Galfetti et al.'07, assumed to Pelsonian  Was 1.5; but looked odd transition."
243.886;1.9;"50% up in """"Middle Anisian"" of Galfetti et al.'07, assumed to Pelsonian.  Was 2.0, but looked odd transition."
244.113;2;"25% up in """"Middle Anisian"" of Galfetti et al.'07, assumed to Pelsonian"
244.68;1.76;Age model for Sun'12 Data for Early Triassic tuned by Mingsong Li
244.708;1.79;Sun et al., 2012
244.738;1.88;Sun et al., 2012
244.774;1.86;Sun et al., 2012
244.822;2.13;Sun et al., 2012
244.853;2.11;Sun et al., 2012
244.883;1.89;
244.915;1.75;
244.958;1.83;
245.007;2.11;
245.056;2.08;
245.109;2.15;
245.163;2.58;
245.211;2.73;
245.257;2.97;
245.293;2.97;
245.325;3.14;
245.355;2.78;
245.389;2.88;
245.419;2.54;
245.449;2.58;
245.481;2.56;
245.512;2.69;
245.542;2.54;
245.568;2.49;
245.597;2.53;
245.623;2.76;
245.649;2.95;
245.674;2.93;
245.707;2.68;
245.741;1.89;
245.783;1.88;
245.843;2.56;
245.956;3.31;
246.075;3.67;
246.168;3.68;
246.206;3.75;
246.245;3.85;
246.294;3.82;
246.34;3.7;
246.369;3.62;
246.387;3.88;
246.399;3.78;
246.416;3.83;
246.435;3.81;
246.464;4.14;
246.486;4.31;
246.504;4.34;
246.518;4.02;
246.542;4.11;
246.568;3.71;
246.595;3.88;
246.61;3.65;
246.626;3.82;
246.639;3.79;
246.653;3.95;
246.666;4.05;
246.677;4.25;
246.694;4.2;
246.703;4.06;
246.724;3.9;
246.751;3.8;
246.78;3.92;
246.798;4.05;
246.807;4.34;
246.818;4.17;
246.829;3.77;
246.836;3.47;
246.843;3.6;
246.85;3.61;
246.859;3.39;
246.867;3.09;
246.875;3.13;
246.891;2.89;
246.907;2.83;
246.921;2.5;
246.929;2.69;
246.936;2.61;
246.945;2.68;
246.951;2.53;
246.961;2.32;
246.977;2.09;
246.995;1.99;
247.009;1.9;
247.016;2;
247.023;1.73;
247.028;1.83;
247.032;1.64;
247.036;1.7;
247.04;1.67;
247.054;1.64;
247.065;1.76;
247.076;1.91;
247.081;1.84;
247.087;1.83;
247.095;1.67;
247.1;1.58;
247.105;1.44;
247.108;1.42;
247.114;0.87;
247.118;0.84;
247.123;0.68;
247.124;1.44;
247.129;1.46;
247.135;1.69;
247.143;1.58;
247.148;1.74;
247.153;1.9;
247.158;2.05;
247.162;1.9;
247.166;1.69;
247.171;1.48;
247.176;1.51;
247.182;1.28;
247.185;1.29;
247.19;1.03;
247.193;1.16;
247.199;1.29;
247.208;1.69;
247.219;1.75;
247.227;1.69;
247.237;1.44;
247.255;1.36;
247.27;0.99;
247.283;1.2;
247.288;1.32;
247.295;1.52;
247.301;1.52;
247.307;0.94;
247.314;1.19;
247.324;0.78;
247.337;1.07;
247.346;1.16;
247.36;1.78;
247.371;1.87;
247.392;1.82;
247.415;1.21;
247.439;1.45;
247.467;1.08;
247.512;1.07;
247.559;0.27;
247.605;0.29;
247.625;0.41;
247.675;1.15;
247.722;1.48;
247.772;0.93;
247.792;1.15;
247.809;1.4;
247.844;2.34;
247.883;2.36;
247.916;2.57;
247.933;2.67;
247.965;2.44;
247.991;2.76;
248.012;2.77;
248.034;3.05;
248.059;2.32;
248.1;2.43;
248.122;2.56;
248.145;2.21;
248.151;1.8;
248.16;0.65;
248.166;0.28;
248.172;-0.77;
248.176;-0.63;
248.184;-0.36;
248.196;-0.45;
248.207;-0.81;
248.233;-1.6;
248.266;-1.07;
248.308;-1.25;
248.328;-0.74;
248.35;-1.22;
248.405;-1.23;
248.476;-1.22;
248.538;-1.23;
248.567;-1.14;
248.596;-1.69;
248.628;-1.36;
248.661;-1.27;
248.677;-1.27;
248.716;-1.44;
248.745;-1.15;
248.794;-0.77;
248.814;-0.76;
248.84;-0.67;
248.869;-0.57;
248.898;-0.54;
248.923;-0.8;
248.933;-1.29;
248.956;-1.07;
249.001;-0.76;
249.05;-0.34;
249.125;-0.19;
249.177;-0.19;
249.236;0.13;
249.268;0.28;
249.297;0.42;
249.329;0.35;
249.359;0.36;
249.392;0.67;
249.421;1.17;
249.45;1.55;
249.509;1.78;
249.554;1.38;
249.606;1.71;
249.648;1.86;
249.704;2.54;
249.759;2.58;
249.798;2.69;
249.827;2.52;
249.847;2.73;
249.882;2.89;
249.921;3.45;
249.962;3.36;
249.99;3.41;
250.014;3.09;
250.05;2.94;
250.086;2.84;
250.12;2.88;
250.154;2.92;
250.195;2.79;
250.24;2.68;
250.267;2.77;
250.288;2.57;
250.305;2.56;
250.329;2.37;
250.359;2.48;
250.397;2.52;
250.436;2.66;
250.465;2.3;
250.482;2.33;
250.655;1.99;
250.849;2.03;
251.048;1.46;
251.11;1.68;
251.172;1.89;
251.296;1.59;
251.394;1.5;
251.469;1.44;
251.477;1.87;
251.486;1.75;
251.494;1.66;
251.502;1.6;
251.512;0.56;
251.521;0.59;
251.529;0.71;
251.54;1.58;
251.551;1.46;
251.562;1.19;
251.572;1.09;
251.584;0.93;
251.595;0.98;
251.604;0.87;
251.612;0.9;
251.62;0.88;
251.626;0.83;
251.63;0.8;
251.635;0.16;
251.639;0.06;
251.643;-0.04;
251.647;0.61;
251.652;0.54;
251.665;0.41;
251.677;0.25;
251.69;0.21;
251.694;0.14;
251.698;-0.53;
251.7;-0.46;
251.704;-0.55;
251.712;-0.13;
251.721;-0.21;
251.731;-0.96;
251.736;-0.92;
251.74;-0.84;
251.744;-0.2;
251.751;-0.36;
251.759;-0.6;
251.765;-0.69;
251.772;-0.81;
251.776;-0.9;
251.778;-0.77;
251.78;-0.63;
251.784;-0.66;
251.793;-0.77;
251.803;-0.82;
251.811;-0.71;
251.818;-0.92;
251.82;-0.83;
251.826;-0.86;
251.83;-0.72;
251.835;-0.3;
251.841;-0.41;
251.848;-0.3;
251.854;-0.82;
251.856;-1.06;
251.858;-1.15;
251.86;-0.63;
251.863;-0.46;
251.869;-0.4;
251.875;-0.47;
251.881;-0.32;
251.883;-0.27;
251.885;-0.76;
251.888;-0.85;
251.89;-0.89;
251.893;-0.37;
251.895;-0.35;
251.897;-0.43;
251.898;-0.89;
251.9;-0.92;
251.903;-0.96;
251.907;-1.17;
251.907;-1.03;
251.908;-1.61;
251.909;-1.53;
251.911;-1.76;
251.913;-1.04;
251.916;-0.96;
251.917;-1.15;
251.907;-1.06;
251.898;-0.88;
251.889;-0.6;
251.89;-0.76;
251.89;-0.83;
251.891;-0.73;
251.892;-1.14;
251.892;-1.11;
251.894;-1.1;
251.895;-0.53;
251.897;-0.24;
251.899;-1.26;
251.901;-1.17;
251.901;-1.45;
251.902;-0.52;
251.903;-1.3;
251.903;-1.96;
251.903;-1.76;
251.904;-0.66;
251.905;0.37;
251.906;0.61;
251.907;0.2;
251.907;-0.23;
251.907;-0.08;
251.908;0.25;
251.909;0.82;
251.91;0.84;
251.912;0.41;
251.914;0.12;
251.915;0.14;
251.915;0.58;
251.915;0.52;
251.916;0.06;
251.917;0.24;
251.918;0.27;
251.918;0.57;
251.919;0.66;
251.919;0.92;
251.92;1.18;
251.921;1.13;
251.922;1.29;
251.923;1.44;
251.924;1.39;
251.924;1.24;
251.924;0.86;
251.924;0.58;
251.924;0.3;
251.924;0.95;
251.926;1.6;
251.927;1.96;
251.928;1.37;
251.928;0.8;
251.928;0.53;
251.93;0.03;
251.933;0.14;
251.938;0.01;
251.94;0.19;
251.943;-0.26;
251.943;-0.42;
251.943;-0.62;
251.943;0.16;
251.946;0.91;
251.948;1.68;
251.951;1.48;
251.951;0.91;
251.958;1.02;
251.97;0.72;
251.983;1.43;
251.99;1.22;
251.994;1.88;
251.998;1.85;
252.004;2.08;
252.011;1.89;
252.027;2.11;
252.039;2.29;
252.049;2.38;
252.049;2.09;
252.054;1.96;
252.064;2.11;
252.074;2.25;
252.08;2.32;
252.082;2.23;
252.085;2.52;
252.092;2.69;
252.1;2.93;
252.11;2.87;
252.114;2.7;
252.119;2.75;
252.124;2.66;
252.132;2.75;
252.137;2.81;
252.142;2.96;
252.145;3.1;
252.149;2.97;
252.155;3.23;
252.163;3.61;
252.173;3.71;
252.18;3.47;
252.187;3.15;
252.19;3.34;
252.193;3.54;
252.195;3.73;
252.197;3.61;
252.205;3.45;
252.213;3.47;
252.223;3.4;
252.233;3.5;
252.243;3.42;
252.253;3.43;
252.257;3.3;
252.263;3.48;
252.268;3.46;
252.272;3.49;
252.275;3.09;
252.275;3.23;
252.278;3.56;
252.286;3.75;
252.296;4.03;
252.306;3.69;
252.313;3.65;
252.321;3.54;
252.328;3.87;
252.343;3.92;
252.358;3.98;
252.381;3.75;
252.398;4.1;
252.416;4.18;
252.428;4.32;
295.5;4;Buggisch et al., PPP 2015 concluded that there was NO apparent excursions during Permian  (need to add overlay for Guadalupian however)
296.18;5;
301.14;5;
303.4;3;
304.71;2.85;
304.95;3.4;
305.19;2.3;
305.91;1.3;
306.59;0.35;
306.65;2.95;
307.94;0.7;
308.62;0.95;
308.62;2.5;
309.29;1.05;
309.29;1.8;
309.63;3.9;
309.97;1.5;
310.31;2.15;
310.65;1;
310.78;4.2;
311.32;1.7;
312;4.1;
312.67;1.6;
314.47;1;
318.65;4.3;
319.11;1.7;
320.02;0.9;
320.94;3.2;
321.4;2.8;
322.31;3;
323;-1.9;
323.23;1.28;
324.4;1.7;
324.98;1.2;
326.97;-0.55;
327.91;0.2;
329.08;-0.75;
331.41;-0.8;
332;0;
333.75;0.9;
334.92;-0.3;
340.16;1.82;
341.21;2.85;
343.52;2.2;
345.4;2.5;
345.96;3.1;
347.08;2.65;
347.14;2.4;
348.11;-0.65;
348.25;2.9;
349.23;0.25;
349.57;2.6;
350.41;0.25;
350.89;3.8;
351.1;1.7;
351.31;1.22;
352.01;3.2;
352.35;1.4;
353.01;4.9;
354.33;4.4;
355.65;5;"Value was ?7? here; but changed to ?5? because it seemed excessive"
357.95;0.52;
358.28;0.6;
359;2.6;Begin Becker ?average? 60% up in kockeli Conodont zone
359.07;2.4;20% up in kockeli Conodont zone
